lat,lon,elev,slope,d_road,d_water,prob,bias_factor,base_prob
37.51186440677966,-119.23728813559322,4000.0,16.2638683756111,42409.01504308989,41912.74163794539,0.0,1.0,0.0
37.51186440677966,-119.22033898305085,4000.0,17.149804087905807,42602.06211458175,42648.35524166242,0.0,1.0,0.0
37.51186440677966,-119.20338983050847,4000.0,14.117995327967305,44476.681231953575,43125.15889805572,0.0,1.0,0.0
37.51186440677966,-119.1864406779661,4000.0,19.061102777077146,44151.377413905204,44326.90964840299,0.0,1.0,0.0
37.51186440677966,-119.16949152542372,4000.0,14.141535486038244,44909.74517517126,45299.03630637749,0.0,1.0,0.0
37.51186440677966,-119.15254237288136,4000.0,24.947818210093068,46168.07012051924,45975.992428887104,0.0044444444444444444,1.0,0.0044444444444444444
37.51186440677966,-119.13559322033899,4000.0,10.234168535946559,46981.726647880794,46723.86430310824,0.0,1.0,0.0
37.51186440677966,-119.11864406779661,4000.0,18.5879876780398,47299.263225871786,48144.49807685032,0.0,1.0,0.0
37.51186440677966,-119.10169491525424,4000.0,11.409657365044607,47784.08135309554,48662.66220647151,0.0,1.0,0.0
37.51186440677966,-119.08474576271186,4000.0,11.885659688505589,49436.97336631063,49785.19200608962,0.0,1.0,0.0
37.51186440677966,-119.0677966101695,4000.0,14.733667841006897,50954.764681432425,50964.18340747286,0.0,1.0,0.0
37.51186440677966,-119.05084745762711,4000.0,7.387949077507487,53062.51178583818,52158.12780034006,0.02722222222222222,1.0,0.02722222222222222
37.51186440677966,-119.03389830508475,4000.0,19.606580259612258,53974.712535965744,53346.07099307635,0.0,1.0,0.0
37.51186440677966,-119.01694915254237,4000.0,11.87902196804542,54281.8935667777,54831.05228165924,0.0,1.0,0.0
37.51186440677966,-119.0,4000.0,17.93839694230782,55794.55426451727,56087.210809928314,0.0,1.0,0.0
37.52372881355932,-120.0,4000.0,10.705475131479613,49265.33453472984,48829.51653700544,0.0,1.0,0.0
37.52372881355932,-119.98305084745763,4000.0,5.270101598766257,47380.28264592202,47898.771555866304,0.0,1.0,0.0
37.52372881355932,-119.96610169491525,4000.0,8.611275147375743,45936.68663177596,45733.607241528385,0.012222222222222221,1.0,0.012222222222222221
37.52372881355932,-119.94915254237289,4000.0,14.445935650738317,44379.22274993049,44394.77196823648,0.0,1.0,0.0
37.52372881355932,-119.9322033898305,4000.0,10.793711726907288,42801.99523609011,43035.67296595731,0.0,1.0,0.0
37.52372881355932,-119.91525423728814,4000.0,7.1273534766467925,41447.35518926398,40857.70050543442,0.02722222222222222,1.0,0.02722222222222222
37.52372881355932,-119.89830508474576,4000.0,16.23710838575211,39081.424820665736,39321.92892895145,0.0,1.0,0.0
37.52372881355932,-119.88135593220339,4000.0,12.952498398895333,38189.584221914796,37704.21240217432,0.0,1.0,0.0
37.52372881355932,-119.86440677966101,4000.0,10.702266612080415,36724.3390065125,36539.544011272665,0.0,1.0,0.0
37.52372881355932,-119.84745762711864,4000.0,17.42991058087516,34645.69632726956,35156.095389310925,0.0,1.0,0.0
37.52372881355932,-119.83050847457628,4000.0,21.19091838397561,33404.347046400624,33411.28499875109,0.0,1.0,0.0
37.52372881355932,-119.8135593220339,4000.0,10.484101085828625,32567.801581774682,31682.937448272678,0.007777777777777777,1.0,0.007777777777777777
37.52372881355932,-119.79661016949153,4000.0,6.660985392104035,31350.549083911097,31388.579299698886,0.14955555555555552,1.0,0.14955555555555552
37.52372881355932,-119.77966101694915,4000.0,11.155891384049946,29681.10071490891,29994.638124134777,0.0,1.0,0.0
37.52372881355932,-119.76271186440678,4000.0,13.191844913673926,28975.639260565033,28638.368696655773,0.0,1.0,0.0
37.52372881355932,-119.7457627118644,4000.0,17.005230462835705,26058.713220175632,27613.69196253452,0.0,1.0,0.0
37.52372881355932,-119.72881355932203,4000.0,2.846835515717715,26678.372990715237,26834.869254501635,0.08122222222222224,1.0,0.08122222222222224
37.52372881355932,-119.71186440677967,4000.0,16.764372736014693,26341.968310011274,25930.303517092165,0.0,1.0,0.0
37.52372881355932,-119.69491525423729,4000.0,15.71063745535946,24798.033464824675,24279.726901804726,0.0,1.0,0.0
37.52372881355932,-119.67796610169492,4000.0,7.783767023419043,25192.461819683354,24054.224717204746,0.0,1.0,0.0
37.52372881355932,-119.66101694915254,4000.0,14.757426880202338,23607.80762688334,24094.521715826337,0.0,1.0,0.0
37.52372881355932,-119.64406779661017,4000.0,12.973037276186213,22835.044188235184,22810.272727718,0.0,1.0,0.0
37.52372881355932,-119.62711864406779,4000.0,11.81481601475794,22760.16372748277,22767.088545779243,0.0,1.0,0.0
37.52372881355932,-119.61016949152543,4000.0,11.584472136856526,22143.749237380027,23124.126213502408,0.0,1.0,0.0
37.52372881355932,-119.59322033898304,4000.0,4.712242502675347,22817.12889442827,22746.086511276026,0.0,1.0,0.0
37.52372881355932,-119.57627118644068,4000.0,18.70225223011572,22262.591508950878,23234.685567517976,0.0,1.0,0.0
37.52372881355932,-119.55932203389831,4000.0,15.356700382252328,23683.59893035497,23351.40981671448,0.0,1.0,0.0
37.52372881355932,-119.54237288135593,4000.0,8.019870715982554,24633.24519623872,24101.635121541003,0.0033333333333333335,1.0,0.0033333333333333335
37.52372881355932,-119.52542372881356,4000.0,11.696695930926897,24391.81408098621,24291.90314665759,0.0,1.0,0.0
37.52372881355932,-119.50847457627118,4000.0,4.079320284972551,25652.753985234576,25671.808166697818,0.0,1.0,0.0
37.52372881355932,-119.49152542372882,4000.0,16.475191570380577,26162.480604893342,26448.04903433073,0.0,1.0,0.0
37.52372881355932,-119.47457627118644,4000.0,16.48419657932766,27255.395425017425,27122.303081345755,0.0,1.0,0.0
37.52372881355932,-119.45762711864407,4000.0,8.404233403787899,28360.10241856283,28169.513679831325,0.062111111111111124,1.0,0.062111111111111124
37.52372881355932,-119.44067796610169,4000.0,12.38425941479384,29509.75864527931,29427.185861936312,0.0,1.0,0.0
37.52372881355932,-119.42372881355932,4000.0,14.209703247847045,30304.965033325112,31273.444285970414,0.15363492063492062,1.0,0.15363492063492062
37.52372881355932,-119.40677966101696,4000.0,12.094248114724238,32495.519243819697,32211.376871570472,0.0,1.0,0.0
37.52372881355932,-119.38983050847457,4000.0,13.43562082600912,33156.561181320525,33571.230926202574,0.0,1.0,0.0
37.52372881355932,-119.37288135593221,4000.0,12.542798528882615,34745.486634677494,34699.666572817965,0.0,1.0,0.0
37.52372881355932,-119.35593220338983,4000.0,2.5907547725118043,35838.360833346494,36140.57675755931,0.15,1.0,0.15
37.52372881355932,-119.33898305084746,4000.0,6.861624295370209,38141.957575291504,37249.2512003948,0.01611111111111111,1.0,0.01611111111111111
37.52372881355932,-119.32203389830508,4000.0,14.135971809358423,38623.20749419559,39478.91441690034,0.0,1.0,0.0
37.52372881355932,-119.30508474576271,4000.0,16.595770868050007,39740.81725709744,39039.340035352965,0.0,1.0,0.0
37.52372881355932,-119.28813559322033,4000.0,10.749767427005237,39675.37848322193,39609.128220213366,0.0,1.0,0.0
37.52372881355932,-119.27118644067797,4000.0,16.05404136579891,40304.952054913774,39383.648102666215,0.0,1.0,0.0
37.52372881355932,-119.2542372881356,4000.0,3.6875400598216284,40885.89804842851,40707.63648730596,0.006,1.0,0.006
37.52372881355932,-119.23728813559322,4000.0,9.945928560227076,40359.58092866615,40847.956953822504,0.0,1.0,0.0
37.52372881355932,-119.22033898305085,4000.0,15.8983026613467,42188.595995079384,41952.14676525656,0.0,1.0,0.0
37.52372881355932,-119.20338983050847,4000.0,10.95389063127736,41387.481118134005,41987.43919429562,0.0,1.0,0.0
37.52372881355932,-119.1864406779661,4000.0,20.07791411774116,42378.90595270715,42818.341110901245,0.0,1.0,0.0
37.52372881355932,-119.16949152542372,4000.0,13.400805794098032,43425.54739592198,43957.56746922203,0.0,1.0,0.0
37.52372881355932,-119.15254237288136,4000.0,11.927738645608605,45001.37801312896,44730.162570070395,0.0,1.0,0.0
37.52372881355932,-119.13559322033899,4000.0,11.451950980370846,45641.808327639876,45574.9864982779,0.0,1.0,0.0
37.52372881355932,-119.11864406779661,4000.0,19.993235852523586,46980.38738846374,46611.28356908438,0.0,1.0,0.0
37.52372881355932,-119.10169491525424,4000.0,10.33090255121995,48353.03406789265,47877.36440675876,0.0,1.0,0.0
37.52372881355932,-119.08474576271186,4000.0,14.238584629051386,48096.74071269693,48544.148548058234,0.0,1.0,0.0
37.52372881355932,-119.0677966101695,4000.0,12.714715473818535,50910.01818173603,50713.15072585127,0.0,1.0,0.0
37.52372881355932,-119.05084745762711,4000.0,14.504222374722286,50347.569278583316,51085.29600573948,0.0,1.0,0.0
37.52372881355932,-119.03389830508475,4000.0,8.89576200874442,52408.176510687364,52350.62124667062,0.0022222222222222222,1.0,0.0022222222222222222
37.52372881355932,-119.01694915254237,4000.0,15.73955128058767,53237.07662940524,53845.222201508484,0.0,1.0,0.0
37.52372881355932,-119.0,4000.0,7.403077042067883,53823.96865044734,55003.31114525647,0.02722222222222222,1.0,0.02722222222222222
37.53559322033898,-120.0,4000.0,21.79173727110297,47755.50455329023,48519.289117487395,0.0,1.0,0.0
37.53559322033898,-119.98305084745763,4000.0,11.470258228479322,48016.23583567502,46243.173063647955,0.0,1.0,0.0
37.53559322033898,-119.96610169491525,4000.0,14.338465858827165,45576.95062791675,45063.452411488346,0.0,1.0,0.0
37.53559322033898,-119.94915254237289,4000.0,10.041757162891045,43526.68298453035,43289.16183125857,0.0,1.0,0.0
37.53559322033898,-119.9322033898305,4000.0,10.15194831978183,41958.93133364269,41761.6022925861,0.0,1.0,0.0
37.53559322033898,-119.91525423728814,4000.0,11.743031382057568,39284.7725800122,40549.865264329834,0.0,1.0,0.0
37.53559322033898,-119.89830508474576,4000.0,8.731168306755901,38299.826664748754,39009.988739721746,0.008888888888888889,1.0,0.008888888888888889
37.53559322033898,-119.88135593220339,4000.0,27.688742668299973,37580.759143495095,37119.702413200815,0.0044444444444444444,1.0,0.0044444444444444444
37.53559322033898,-119.86440677966101,4000.0,13.427770374288285,35800.81389700494,35733.81735860029,0.0,1.0,0.0
37.53559322033898,-119.84745762711864,4000.0,12.447903406276245,33965.87638479086,34019.163609848474,0.0,1.0,0.0
37.53559322033898,-119.83050847457628,4000.0,17.668850484335323,32927.37707935306,31748.482127813342,0.007777777777777777,1.0,0.007777777777777777
37.53559322033898,-119.8135593220339,4000.0,12.973680973593874,31234.807942363954,31127.60678466024,0.17819047619047615,1.0,0.17819047619047615
37.53559322033898,-119.79661016949153,4000.0,16.737632310614288,29525.404736966444,30033.95925701561,0.0,1.0,0.0
37.53559322033898,-119.77966101694915,4000.0,5.101909176055349,28327.83711674902,28899.913770758827,0.0033333333333333335,1.0,0.0033333333333333335
37.53559322033898,-119.76271186440678,4000.0,14.565427100486465,27803.335055192147,27595.640647902637,0.0,1.0,0.0
37.53559322033898,-119.7457627118644,4000.0,14.159612723369703,26720.434769449494,26546.517405779727,0.0,1.0,0.0
37.53559322033898,-119.72881355932203,4000.0,15.54151923600532,25465.86478062995,25611.185748354088,0.0,1.0,0.0
37.53559322033898,-119.71186440677967,4000.0,7.590626743861409,24280.464046662528,24138.526735192474,0.0,1.0,0.0
37.53559322033898,-119.69491525423729,4000.0,11.277406646422412,23151.648371040297,23455.469872648566,0.0,1.0,0.0
37.53559322033898,-119.67796610169492,4000.0,13.066468536864694,22860.509577095327,22614.780250093758,0.0,1.0,0.0
37.53559322033898,-119.66101694915254,4000.0,16.68785068813279,21506.039647954512,22081.002146569135,0.0,1.0,0.0
37.53559322033898,-119.64406779661017,4000.0,7.300484494455677,22322.72133042916,21849.836067831446,0.0,1.0,0.0
37.53559322033898,-119.62711864406779,4000.0,1.9806881779662326,21980.360481245916,21290.87394768526,0.0678888888888889,1.0,0.0678888888888889
37.53559322033898,-119.61016949152543,4000.0,13.38688468979096,22259.49004149334,21186.51462383828,0.0,1.0,0.0
37.53559322033898,-119.59322033898304,3753.2156237570543,12.919247723768475,22559.638973893838,22031.06728902024,0.0,1.0,0.0
37.53559322033898,-119.57627118644068,4000.0,9.541819071839763,22305.08176987056,21609.456611640566,0.0,1.0,0.0
37.53559322033898,-119.55932203389831,4000.0,14.527350795833133,22830.403375095975,23128.196433019857,0.0,1.0,0.0
37.53559322033898,-119.54237288135593,4000.0,9.455181871462507,22834.729572942775,22316.793957572037,0.0,1.0,0.0
37.53559322033898,-119.52542372881356,4000.0,9.95358780943448,23270.778240628708,23578.52890120612,0.0,1.0,0.0
37.53559322033898,-119.50847457627118,4000.0,17.605153336622358,24344.6602864997,24341.766657699012,0.0,1.0,0.0
37.53559322033898,-119.49152542372882,4000.0,12.775953419294895,25683.08841061384,25010.400213566754,0.0,1.0,0.0
37.53559322033898,-119.47457627118644,4000.0,10.481369856116677,25625.7692129579,26052.92731677806,0.0,1.0,0.0
37.53559322033898,-119.45762711864407,4000.0,16.371945903563635,27548.840366373253,27475.636675282556,0.0,1.0,0.0
37.53559322033898,-119.44067796610169,4000.0,11.313141058003017,28811.701332430857,28585.502381586663,0.0,1.0,0.0
37.53559322033898,-119.42372881355932,4000.0,9.08620671194209,28666.390820333563,29845.515650815883,0.0,1.0,0.0
37.53559322033898,-119.40677966101696,4000.0,16.63107701120796,31699.660782926825,31587.801257173105,0.026111111111111113,1.0,0.026111111111111113
37.53559322033898,-119.38983050847457,4000.0,12.986578537027981,32195.595613688543,32409.599704597604,0.0,1.0,0.0
37.53559322033898,-119.37288135593221,4000.0,18.019422185844082,33770.83676058462,33705.5031189697,0.0,1.0,0.0
37.53559322033898,-119.35593220338983,4000.0,15.006033744645576,34504.60474773267,34537.67786985827,0.0,1.0,0.0
37.53559322033898,-119.33898305084746,4000.0,5.896437870429207,36402.61607839969,36612.3520815781,0.007777777777777777,1.0,0.007777777777777777
37.53559322033898,-119.32203389830508,4000.0,19.262337672353727,37889.80821958497,37816.578145167055,0.0,1.0,0.0
37.53559322033898,-119.30508474576271,4000.0,6.305834411096154,38454.87633556293,37912.59115589215,0.007777777777777777,1.0,0.007777777777777777
37.53559322033898,-119.28813559322033,4000.0,6.6407138347992225,37458.86454011587,38481.110820531416,0.01611111111111111,1.0,0.01611111111111111
37.53559322033898,-119.27118644067797,4000.0,7.489742228212448,38190.738875482224,38963.200851444,0.03166666666666667,1.0,0.03166666666666667
37.53559322033898,-119.2542372881356,4000.0,20.213364766279817,38651.81574972736,39293.6436947338,0.0,1.0,0.0
37.53559322033898,-119.23728813559322,4000.0,15.015937155411715,39390.22790619789,39613.447035433295,0.0,1.0,0.0
37.53559322033898,-119.22033898305085,4000.0,6.989062721092637,40672.97315265255,40148.59691000101,0.02722222222222222,1.0,0.02722222222222222
37.53559322033898,-119.20338983050847,4000.0,7.028253126957439,39738.03598229799,40961.894482915595,0.02722222222222222,1.0,0.02722222222222222
37.53559322033898,-119.1864406779661,4000.0,15.92302143949012,41798.6534075167,41729.41634862142,0.0,1.0,0.0
37.53559322033898,-119.16949152542372,4000.0,14.735595575876049,42075.377959902566,43000.080875957654,0.0,1.0,0.0
37.53559322033898,-119.15254237288136,4000.0,15.590928628539672,43806.90509679468,43593.55222469802,0.0,1.0,0.0
37.53559322033898,-119.13559322033899,4000.0,14.95907066870689,44392.91697048658,44397.856794088024,0.0,1.0,0.0
37.53559322033898,-119.11864406779661,4000.0,19.745100757475935,44989.139629607314,45168.43558770853,0.0,1.0,0.0
37.53559322033898,-119.10169491525424,4000.0,12.25443850928009,46786.83648424449,46773.35161143184,0.0,1.0,0.0
